codigo_ocorrencia;aeronave_tipo_veiculo;aeronave_fabricante;aeronave_motor_tipo;aeronave_motor_quantidade;aeronave_registro_segmento;aeronave_fase_operacao;aeronave_nivel_dano;aeronave_fatalidades_total;aeronave_peso_maximo_decolagem;ocorrencia_classificacao;ocorrencia_uf;ocorrencia_aeronaves_envolvidas;ocorrencia_saida_pista;ocorrencia_ano;ocorrencia_periodo;ocorrencia_tipo
43984;HELICÓPTERO;SIKORSKY AIRCRAFT;TURBOEIXO;BIMOTOR;TÁXI AÉREO;CIRCUITO DE TRÁFEGO;NENHUM;0;ENTRE 2250KG E 5700KG;INCIDENTE GRAVE;RJ;1;NÃO;2011;TARDE;PANE SECA
43986;HELICÓPTERO;AGUSTA;TURBOEIXO;BIMOTOR;PARTICULAR;PAIRADO;LEVE;0;ENTRE 2250KG E 5700KG;INCIDENTE GRAVE;RJ;1;NÃO;2011;NOITE;COM ROTOR
43988;AVIÃO;PIPER AIRCRAFT;PISTÃO;MONOMOTOR;PARTICULAR;CRUZEIRO;NÃO INFORMADO;0;ATÉ 2250KG;ACIDENTE;MG;1;NÃO;2011;NOITE;PANE SECA
43989;AVIÃO;EMBRAER;PISTÃO;BIMOTOR;TÁXI AÉREO;DECOLAGEM;SUBSTANCIAL;0;ENTRE 2250KG E 5700KG;ACIDENTE;PR;1;NÃO;2011;NOITE;FALHA DO MOTOR EM VOO
43992;AVIÃO;EMBRAER;PISTÃO;MONOMOTOR;PARTICULAR;DECOLAGEM;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;BA;1;NÃO;2011;TARDE;COM TREM DE POUSO
43994;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;PARTICULAR;DECOLAGEM;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;GO;1;SIM;2011;TARDE;FALHA DO MOTOR EM VOO
43998;HELICÓPTERO;SIKORSKY AIRCRAFT;TURBOEIXO;BIMOTOR;TÁXI AÉREO;SUBIDA;LEVE;0;ENTRE 2250KG E 5700KG;INCIDENTE GRAVE;ES;1;NÃO;2011;TARDE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
44001;AVIÃO;EMBRAER;PISTÃO;BIMOTOR;TÁXI AÉREO;CORRIDA APÓS POUSO;SUBSTANCIAL;0;ATÉ 2250KG;INCIDENTE GRAVE;MT;1;NÃO;2011;TARDE;COM TREM DE POUSO
44003;HELICÓPTERO;EUROCOPTER FRANCE;TURBOEIXO;MONOMOTOR;PARTICULAR;APROXIMAÇÃO FINAL;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;GO;1;NÃO;2011;NOITE;FALHA DO MOTOR EM VOO
44004;AVIÃO;HAWKER BEECHCRAFT;JATO;BIMOTOR;TÁXI AÉREO;CIRCUITO DE TRÁFEGO;NENHUM;0;ENTRE 2250KG E 5700KG;INCIDENTE;RJ;1;NÃO;2011;NOITE;TRÁFEGO AÉREO
44005;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;ESPECIALIZADA;OUTRA FASE;NENHUM;0;ATÉ 2250KG;INCIDENTE;RJ;1;NÃO;2011;TARDE;TRÁFEGO AÉREO
44007;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;INSTRUÇÃO;MANOBRA;NENHUM;0;ATÉ 2250KG;INCIDENTE;RJ;1;NÃO;2011;NOITE;TRÁFEGO AÉREO
44008;AVIÃO;CESSNA AIRCRAFT;JATO;BIMOTOR;TÁXI AÉREO;TÁXI;NENHUM;0;ACIMA 5700KG;INCIDENTE;RN;1;NÃO;2011;NOITE;OUTROS
44009;AVIÃO;LEARJET;JATO;BIMOTOR;TÁXI AÉREO;APROXIMAÇÃO FINAL;NENHUM;0;ACIMA 5700KG;INCIDENTE;RJ;1;NÃO;2011;TARDE;TRÁFEGO AÉREO
44011;AVIÃO;EMBRAER;JATO;BIMOTOR;REGULAR;SUBIDA;NENHUM;0;ACIMA 5700KG;INCIDENTE;MT;1;NÃO;2011;MADRUGADA;TRÁFEGO AÉREO
44012;AVIÃO;BOEING COMPANY;JATO;BIMOTOR;REGULAR;SUBIDA;LEVE;0;ACIMA 5700KG;INCIDENTE;SP;1;NÃO;2011;TARDE;FALHA DO MOTOR EM VOO
44014;AVIÃO;PIPER AIRCRAFT;PISTÃO;BIMOTOR;PARTICULAR;CRUZEIRO;NÃO INFORMADO;0;ATÉ 2250KG;ACIDENTE;MS;1;NÃO;2011;MANHÃ;OUTROS
44017;AVIÃO;BEECH AIRCRAFT;PISTÃO;BIMOTOR;PARTICULAR;POUSO;NENHUM;0;ENTRE 2250KG E 5700KG;INCIDENTE;SP;1;NÃO;2011;NOITE;ESTOURO DE PNEU
44022;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;INSTRUÇÃO;CIRCUITO DE TRÁFEGO;NENHUM;0;ATÉ 2250KG;INCIDENTE;PR;1;NÃO;2011;TARDE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
44040;AVIÃO;AERO BOERO;PISTÃO;MONOMOTOR;INSTRUÇÃO;POUSO;LEVE;0;ATÉ 2250KG;INCIDENTE;MG;1;NÃO;2011;NOITE;PERDA DE CONTROLE NO SOLO
44043;AVIÃO;LEARJET;JATO;BIMOTOR;TÁXI AÉREO;TÁXI;LEVE;0;ACIMA 5700KG;INCIDENTE;AM;1;NÃO;2011;TARDE;OUTROS
44045;AVIÃO;TWIN COMMANDER;TURBOÉLICE;BIMOTOR;TÁXI AÉREO;CRUZEIRO;NENHUM;0;ENTRE 2250KG E 5700KG;INCIDENTE;AM;1;NÃO;2011;NOITE;VAZAMENTO DE OUTROS FLUIDOS
44052;AVIÃO;EMBRAER;JATO;BIMOTOR;REGULAR;TÁXI;LEVE;0;ACIMA 5700KG;INCIDENTE;GO;1;NÃO;2011;MANHÃ;COLISÃO COM AVE
44055;AVIÃO;EMBRAER;JATO;BIMOTOR;REGULAR;DECOLAGEM;LEVE;0;ACIMA 5700KG;INCIDENTE;MA;1;NÃO;2011;NOITE;COLISÃO COM AVE
44060;HELICÓPTERO;BELL HELICOPTER;TURBOEIXO;MONOMOTOR;PARTICULAR;CRUZEIRO;LEVE;0;ENTRE 2250KG E 5700KG;INCIDENTE;SP;1;NÃO;2011;NOITE;COLISÃO COM AVE
44062;AVIÃO;BEECH AIRCRAFT;PISTÃO;BIMOTOR;PARTICULAR;CORRIDA APÓS POUSO;LEVE;0;ENTRE 2250KG E 5700KG;INCIDENTE;GO;1;SIM;2011;TARDE;COM TREM DE POUSO
44064;AVIÃO;BEECH AIRCRAFT;PISTÃO;MONOMOTOR;PARTICULAR;POUSO;NENHUM;0;ATÉ 2250KG;INCIDENTE;MG;1;NÃO;2011;TARDE;ESTOURO DE PNEU
44078;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;PARTICULAR;SUBIDA;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;AC;1;NÃO;2011;TARDE;FALHA DO MOTOR EM VOO
44079;AVIÃO;BEECH AIRCRAFT;PISTÃO;MONOMOTOR;PARTICULAR;CIRCUITO DE TRÁFEGO;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;PA;1;NÃO;2011;TARDE;PANE SECA
44081;AVIÃO;EMBRAER;PISTÃO;MONOMOTOR;AGRÍCOLA;ESPECIALIZADA;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;BA;1;NÃO;2011;TARDE;PERDA DE CONTROLE EM VOO
44082;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;AGRÍCOLA;ESPECIALIZADA;DESTRUÍDA;1;ATÉ 2250KG;ACIDENTE;MT;1;NÃO;2011;MANHÃ;DESORIENTAÇÃO ESPACIAL
44085;AVIÃO;BOEING COMPANY;JATO;BIMOTOR;REGULAR;POUSO;NENHUM;0;ACIMA 5700KG;INCIDENTE;SP;1;NÃO;2011;TARDE;OUTROS
44086;AVIÃO;BOEING COMPANY;JATO;BIMOTOR;REGULAR;CORRIDA APÓS POUSO;NENHUM;0;ACIMA 5700KG;INCIDENTE;SP;1;NÃO;2011;TARDE;OUTROS
44087;AVIÃO;BEECH AIRCRAFT;PISTÃO;BIMOTOR;PARTICULAR;POUSO;NENHUM;0;ENTRE 2250KG E 5700KG;INCIDENTE;GO;1;NÃO;2011;TARDE;ESTOURO DE PNEU
44118;HELICÓPTERO;ROBINSON HELICOPTER;PISTÃO;MONOMOTOR;PARTICULAR;TÁXI;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;SE;1;NÃO;2011;NOITE;PERDA DE CONTROLE EM VOO
44122;AVIÃO;BOEING COMPANY;JATO;BIMOTOR;REGULAR;SUBIDA;NENHUM;0;ACIMA 5700KG;INCIDENTE;BA;1;NÃO;2011;NOITE;COM PARA-BRISAS / JANELA / PORTA
44125;AVIÃO;PIPER AIRCRAFT;PISTÃO;MONOMOTOR;PARTICULAR;POUSO;LEVE;0;ATÉ 2250KG;INCIDENTE;PR;1;SIM;2011;TARDE;PERDA DE CONTROLE NO SOLO
44128;AVIÃO;EMBRAER;JATO;BIMOTOR;REGULAR;DECOLAGEM;LEVE;0;ACIMA 5700KG;INCIDENTE;SP;1;NÃO;2011;NOITE;ESTOURO DE PNEU
44131;AVIÃO;EMBRAER;PISTÃO;BIMOTOR;PARTICULAR;CORRIDA APÓS POUSO;NENHUM;0;ENTRE 2250KG E 5700KG;INCIDENTE;SP;1;SIM;2011;MANHÃ;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
44140;HELICÓPTERO;ROBINSON HELICOPTER;PISTÃO;MONOMOTOR;PARTICULAR;DECOLAGEM;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;SP;1;NÃO;2011;NOITE;PERDA DE CONTROLE EM VOO
44141;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;PARTICULAR;CRUZEIRO;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;SP;1;NÃO;2011;TARDE;FALHA DO MOTOR EM VOO
44143;AVIÃO;EMBRAER;PISTÃO;BIMOTOR;ADMINISTRAÇÃO DIRETA;TÁXI;LEVE;0;ATÉ 2250KG;INCIDENTE;PR;1;NÃO;2011;MANHÃ;COLISÃO COM OBSTÁCULOS NO SOLO
44144;AVIÃO;BOEING COMPANY;JATO;BIMOTOR;REGULAR;CRUZEIRO;NENHUM;0;ACIMA 5700KG;INCIDENTE;DF;1;NÃO;2011;TARDE;DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA
44146;AVIÃO;AEROSPATIALE AND ALENIA;TURBOÉLICE;BIMOTOR;REGULAR;SUBIDA;NENHUM;0;ACIMA 5700KG;INCIDENTE;SP;1;NÃO;2011;MADRUGADA;FALHA DO MOTOR EM VOO
44148;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;REGULAR;INDETERMINADA;LEVE;0;ACIMA 5700KG;INCIDENTE;SP;1;NÃO;2011;NOITE;COLISÃO COM AVE
44149;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;REGULAR;INDETERMINADA;LEVE;0;ACIMA 5700KG;INCIDENTE;BA;1;NÃO;2011;TARDE;COLISÃO COM AVE
44153;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;REGULAR;APROXIMAÇÃO FINAL;LEVE;0;ACIMA 5700KG;INCIDENTE;PA;1;NÃO;2011;TARDE;COLISÃO COM AVE
44155;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;REGULAR;DECOLAGEM;LEVE;0;ACIMA 5700KG;INCIDENTE;RJ;1;NÃO;2011;MANHÃ;COLISÃO COM AVE
44156;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;REGULAR;DECOLAGEM;LEVE;0;ACIMA 5700KG;INCIDENTE;SP;1;NÃO;2011;NOITE;COLISÃO COM AVE
44159;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;REGULAR;DECOLAGEM;LEVE;0;ACIMA 5700KG;INCIDENTE;ES;1;NÃO;2011;NOITE;COLISÃO COM AVE
44173;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;REGULAR;DECOLAGEM;LEVE;0;ACIMA 5700KG;INCIDENTE;DF;1;NÃO;2011;TARDE;COLISÃO COM AVE
44188;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;PARTICULAR;TÁXI;NENHUM;0;ATÉ 2250KG;ACIDENTE;GO;1;NÃO;2011;TARDE;OUTROS
44198;ULTRALEVE;NÃO INFORMADO;PISTÃO;MONOMOTOR;EXPERIMENTAL;OUTRA FASE;NÃO INFORMADO;0;ATÉ 2250KG;ACIDENTE;SP;1;NÃO;2011;MANHÃ;INDETERMINADO
44231;AVIÃO;EMBRAER;PISTÃO;BIMOTOR;TÁXI AÉREO;TÁXI;SUBSTANCIAL;0;ENTRE 2250KG E 5700KG;INCIDENTE GRAVE;PE;1;NÃO;2011;NOITE;COM TREM DE POUSO
44233;AVIÃO;PIPER AIRCRAFT;NÃO INFORMADO;SEM TRAÇÃO;PARTICULAR;POUSO;LEVE;0;ATÉ 2250KG;INCIDENTE GRAVE;MA;1;NÃO;2011;TARDE;POUSO EM LOCAL NÃO PREVISTO
44235;AVIÃO;FOKKER;JATO;BIMOTOR;REGULAR;CRUZEIRO;NENHUM;0;ACIMA 5700KG;INCIDENTE;MS;1;NÃO;2011;MADRUGADA;DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA
44238;AVIÃO;PIPER AIRCRAFT;PISTÃO;MONOMOTOR;PARTICULAR;CRUZEIRO;SUBSTANCIAL;0;ATÉ 2250KG;INCIDENTE GRAVE;MG;1;NÃO;2011;NOITE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
44242;HELICÓPTERO;SIKORSKY AIRCRAFT;TURBOEIXO;BIMOTOR;TÁXI AÉREO;POUSO;LEVE;0;ENTRE 2250KG E 5700KG;INCIDENTE;RJ;1;NÃO;2011;TARDE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
44244;AVIÃO;CESSNA AIRCRAFT;JATO;BIMOTOR;TÁXI AÉREO;CORRIDA APÓS POUSO;LEVE;0;ACIMA 5700KG;INCIDENTE GRAVE;DF;1;SIM;2011;NOITE;ESTOURO DE PNEU
44248;HELICÓPTERO;BELL HELICOPTER;TURBOEIXO;MONOMOTOR;PARTICULAR;CRUZEIRO;DESTRUÍDA;2;ATÉ 2250KG;ACIDENTE;SP;1;NÃO;2011;NOITE;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO
44315;AVIÃO;AERO BOERO;PISTÃO;MONOMOTOR;INSTRUÇÃO;DECOLAGEM;NENHUM;0;ATÉ 2250KG;INCIDENTE;PR;1;NÃO;2011;NOITE;TRÁFEGO AÉREO
44316;HELICÓPTERO;HELIBRAS;TURBOEIXO;BIMOTOR;TÁXI AÉREO;DESCIDA;DESTRUÍDA;3;ENTRE 2250KG E 5700KG;ACIDENTE;RR;1;NÃO;2011;NOITE;PERDA DE CONTROLE EM VOO
44318;AVIÃO;BOEING COMPANY;JATO;BIMOTOR;REGULAR;SUBIDA;NENHUM;0;ACIMA 5700KG;INCIDENTE;SP;1;NÃO;2011;NOITE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
44319;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;REGULAR;CRUZEIRO;NENHUM;0;ACIMA 5700KG;INCIDENTE;BA;1;NÃO;2011;MADRUGADA;FALHA DO MOTOR EM VOO
44321;AVIÃO;AEROSPATIALE AND ALENIA;TURBOÉLICE;BIMOTOR;REGULAR;ESTACIONAMENTO;LEVE;0;ACIMA 5700KG;INCIDENTE;SP;1;NÃO;2011;MANHÃ;COM HÉLICE
44325;AVIÃO;EMBRAER;TURBOÉLICE;BIMOTOR;TÁXI AÉREO;DECOLAGEM;LEVE;0;ENTRE 2250KG E 5700KG;INCIDENTE;MT;1;NÃO;2011;MANHÃ;COLISÃO COM AVE
44327;AVIÃO;CIRRUS DESIGN;PISTÃO;MONOMOTOR;PARTICULAR;TÁXI;NENHUM;0;ATÉ 2250KG;INCIDENTE;SP;1;NÃO;2011;TARDE;ESTOURO DE PNEU
44329;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;BIMOTOR;TÁXI AÉREO;DESCIDA;LEVE;0;ATÉ 2250KG;INCIDENTE;PA;1;NÃO;2011;TARDE;COLISÃO COM AVE
44336;AVIÃO;AERO BOERO;PISTÃO;MONOMOTOR;INSTRUÇÃO;DECOLAGEM;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;SC;1;SIM;2011;MANHÃ;PERDA DE CONTROLE NO SOLO
44338;HELICÓPTERO;SIKORSKY AIRCRAFT;TURBOEIXO;BIMOTOR;TÁXI AÉREO;POUSO;NENHUM;0;ENTRE 2250KG E 5700KG;INCIDENTE;RJ;1;NÃO;2011;TARDE;POUSO EM LOCAL NÃO PREVISTO
44339;AVIÃO;AIR TRACTOR;TURBOÉLICE;MONOMOTOR;AGRÍCOLA;DECOLAGEM;SUBSTANCIAL;0;ENTRE 2250KG E 5700KG;ACIDENTE;MT;1;NÃO;2011;TARDE;PERDA DE CONTROLE NO SOLO
44340;ULTRALEVE;NÃO INFORMADO;PISTÃO;MONOMOTOR;EXPERIMENTAL;DECOLAGEM;DESTRUÍDA;0;ATÉ 2250KG;ACIDENTE;MT;1;NÃO;2011;TARDE;PERDA DE CONTROLE EM VOO
44344;AVIÃO;CESSNA AIRCRAFT;TURBOÉLICE;MONOMOTOR;TÁXI AÉREO;TÁXI;LEVE;0;ENTRE 2250KG E 5700KG;INCIDENTE;PA;1;NÃO;2011;NOITE;OUTROS
44346;AVIÃO;CESSNA AIRCRAFT;TURBOÉLICE;MONOMOTOR;TÁXI AÉREO;TÁXI;NENHUM;0;ENTRE 2250KG E 5700KG;INCIDENTE;PA;1;NÃO;2011;NOITE;OUTROS
44347;AVIÃO;AEROSPATIALE AND ALENIA;TURBOÉLICE;BIMOTOR;REGULAR;SUBIDA;NENHUM;0;ACIMA 5700KG;INCIDENTE;GO;1;NÃO;2011;NOITE;FALHA DO MOTOR EM VOO
44348;AVIÃO;MITSUBISHI;TURBOÉLICE;BIMOTOR;TÁXI AÉREO;CIRCUITO DE TRÁFEGO;NENHUM;0;ENTRE 2250KG E 5700KG;INCIDENTE;PR;1;NÃO;2011;TARDE;FUMAÇA NA CABINE
44355;AVIÃO;LEARJET;JATO;BIMOTOR;PARTICULAR;POUSO;LEVE;0;ACIMA 5700KG;INCIDENTE;SP;1;NÃO;2011;NOITE;ESTOURO DE PNEU
44358;AVIÃO;PIPER AIRCRAFT;TURBOÉLICE;BIMOTOR;TÁXI AÉREO;CORRIDA APÓS POUSO;NENHUM;0;ENTRE 2250KG E 5700KG;INCIDENTE;GO;1;NÃO;2011;NOITE;OUTROS
44361;AVIÃO;CESSNA AIRCRAFT;JATO;BIMOTOR;PARTICULAR;TÁXI;LEVE;0;ENTRE 2250KG E 5700KG;INCIDENTE;DF;1;NÃO;2011;NOITE;FALHA ESTRUTURAL
44374;AVIÃO;BOEING COMPANY;JATO;BIMOTOR;REGULAR;INDETERMINADA;LEVE;0;ACIMA 5700KG;INCIDENTE;RJ;1;NÃO;2011;TARDE;COLISÃO COM AVE
44377;AVIÃO;PIPER AIRCRAFT;PISTÃO;MONOMOTOR;INSTRUÇÃO;CORRIDA APÓS POUSO;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;SP;1;NÃO;2011;TARDE;PERDA DE CONTROLE NO SOLO
44378;AVIÃO;TWIN COMMANDER;TURBOÉLICE;BIMOTOR;TÁXI AÉREO;PARTIDA DO MOTOR;LEVE;0;ENTRE 2250KG E 5700KG;INCIDENTE;AM;1;NÃO;2011;TARDE;COM TREM DE POUSO
44390;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;INSTRUÇÃO;CORRIDA APÓS POUSO;NENHUM;0;ATÉ 2250KG;INCIDENTE;SP;1;NÃO;2011;TARDE;ESTOURO DE PNEU
44395;HELICÓPTERO;ROBINSON HELICOPTER;PISTÃO;MONOMOTOR;PARTICULAR;DECOLAGEM;NENHUM;0;ATÉ 2250KG;INCIDENTE;SP;1;NÃO;2011;TARDE;TRÁFEGO AÉREO
44399;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;INSTRUÇÃO;MANOBRA;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;ES;1;NÃO;2011;TARDE;PANE SECA
44400;AVIÃO;EMBRAER;JATO;BIMOTOR;REGULAR;POUSO;NENHUM;0;ACIMA 5700KG;INCIDENTE;SE;1;NÃO;2011;TARDE;POUSO BRUSCO
44402;AVIÃO;EMBRAER;PISTÃO;BIMOTOR;PARTICULAR;CORRIDA APÓS POUSO;SUBSTANCIAL;0;ENTRE 2250KG E 5700KG;ACIDENTE;SP;1;SIM;2011;TARDE;COM TREM DE POUSO
44403;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;PARTICULAR;POUSO;LEVE;0;ATÉ 2250KG;INCIDENTE GRAVE;TO;1;NÃO;2011;TARDE;PERDA DE CONTROLE NO SOLO
44404;AVIÃO;BEECH AIRCRAFT;PISTÃO;BIMOTOR;TÁXI AÉREO;DECOLAGEM;SUBSTANCIAL;0;ENTRE 2250KG E 5700KG;INCIDENTE GRAVE;PA;1;SIM;2011;MANHÃ;EXCURSÃO DE PISTA
44405;HELICÓPTERO;ROBINSON HELICOPTER;PISTÃO;MONOMOTOR;INSTRUÇÃO;MANOBRA;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;SP;1;NÃO;2011;NOITE;OUTROS
44407;AVIÃO;BOEING COMPANY;JATO;BIMOTOR;REGULAR;DECOLAGEM;SUBSTANCIAL;0;ACIMA 5700KG;INCIDENTE;SP;1;NÃO;2011;NOITE;COLISÃO COM AVE
44420;HELICÓPTERO;HELIBRAS;TURBOEIXO;MONOMOTOR;PARTICULAR;CRUZEIRO;LEVE;0;ATÉ 2250KG;INCIDENTE;RJ;1;NÃO;2011;TARDE;COLISÃO COM AVE
44422;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;ESPECIALIZADA;POUSO;NENHUM;0;ATÉ 2250KG;INCIDENTE;RJ;1;NÃO;2011;TARDE;OUTROS
44424;HELICÓPTERO;BELL HELICOPTER;TURBOEIXO;MONOMOTOR;ADMINISTRAÇÃO DIRETA;POUSO;LEVE;0;ENTRE 2250KG E 5700KG;INCIDENTE;DF;1;NÃO;2011;NOITE;COLISÃO COM OBSTÁCULOS NO SOLO
44425;AVIÃO;EMBRAER;PISTÃO;BIMOTOR;PARTICULAR;TÁXI;NENHUM;0;ATÉ 2250KG;INCIDENTE;RJ;1;NÃO;2011;TARDE;ESTOURO DE PNEU
44427;AVIÃO;AEROSPATIALE AND ALENIA;TURBOÉLICE;BIMOTOR;REGULAR;TÁXI;LEVE;0;ACIMA 5700KG;INCIDENTE;SP;1;NÃO;2011;MADRUGADA;COLISÃO COM AVE
44430;AVIÃO;AIR TRACTOR;TURBOÉLICE;MONOMOTOR;ESPECIALIZADA;DECOLAGEM;LEVE;0;ACIMA 5700KG;INCIDENTE;MT;1;NÃO;2011;TARDE;ESTOURO DE PNEU
44431;AVIÃO;MITSUBISHI;TURBOÉLICE;BIMOTOR;TÁXI AÉREO;TÁXI;NENHUM;0;ENTRE 2250KG E 5700KG;INCIDENTE;GO;1;NÃO;2011;NOITE;ESTOURO DE PNEU
44432;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;ESPECIALIZADA;TÁXI;SUBSTANCIAL;0;ATÉ 2250KG;INCIDENTE;RO;1;NÃO;2011;TARDE;OUTROS
44434;AVIÃO;BOEING COMPANY;JATO;BIMOTOR;REGULAR;POUSO;NENHUM;0;ACIMA 5700KG;INCIDENTE;SP;1;NÃO;2011;NOITE;INDETERMINADO
44435;AVIÃO;AERO BOERO;PISTÃO;MONOMOTOR;INSTRUÇÃO;CIRCUITO DE TRÁFEGO;NENHUM;0;ATÉ 2250KG;INCIDENTE;RJ;1;NÃO;2011;TARDE;TRÁFEGO AÉREO
44436;AVIÃO;EMBRAER;PISTÃO;BIMOTOR;PARTICULAR;DECOLAGEM;DESTRUÍDA;7;ATÉ 2250KG;ACIDENTE;AM;1;NÃO;2011;NOITE;PERDA DE CONTROLE EM VOO
44437;AVIÃO;AERO BOERO;PISTÃO;MONOMOTOR;INSTRUÇÃO;CORRIDA APÓS POUSO;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;PR;1;SIM;2011;TARDE;POUSO LONGO
44439;HELICÓPTERO;EUROCOPTER FRANCE;TURBOEIXO;BIMOTOR;TÁXI AÉREO;POUSO;NENHUM;0;ENTRE 2250KG E 5700KG;INCIDENTE;RJ;1;NÃO;2011;TARDE;POUSO EM LOCAL NÃO PREVISTO
44441;AVIÃO;AEROSPATIALE AND ALENIA;TURBOÉLICE;BIMOTOR;REGULAR;CIRCUITO DE TRÁFEGO;LEVE;0;ACIMA 5700KG;INCIDENTE;AM;1;NÃO;2011;MANHÃ;PERDA DE COMPONENTE EM VOO
44442;AVIÃO;AEROSPATIALE AND ALENIA;TURBOÉLICE;BIMOTOR;REGULAR;ESTACIONAMENTO;LEVE;0;ACIMA 5700KG;INCIDENTE;MG;1;NÃO;2011;TARDE;OUTROS
44448;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;ESPECIALIZADA;CORRIDA APÓS POUSO;LEVE;0;ATÉ 2250KG;INCIDENTE;RS;1;NÃO;2011;TARDE;PERDA DE CONTROLE NO SOLO
44458;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;INSTRUÇÃO;MANOBRA;LEVE;0;ATÉ 2250KG;INCIDENTE GRAVE;MG;1;NÃO;2011;MANHÃ;FALHA DO MOTOR EM VOO
44463;PLANADOR;INDÚSTRIA PARANAENSE DE ESTRUTURAS;SEM TRAÇÃO;SEM TRAÇÃO;INSTRUÇÃO;DECOLAGEM;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;PR;1;NÃO;2011;NOITE;CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO
44464;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;PARTICULAR;CORRIDA APÓS POUSO;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;MS;1;NÃO;2011;MANHÃ;PERDA DE CONTROLE NO SOLO
44479;AVIÃO;EMBRAER;JATO;BIMOTOR;REGULAR;DECOLAGEM;NENHUM;0;ACIMA 5700KG;INCIDENTE;MT;1;NÃO;2011;MADRUGADA;ESTOURO DE PNEU
44480;AVIÃO;AEROSPATIALE AND ALENIA;TURBOÉLICE;BIMOTOR;REGULAR;SUBIDA;NENHUM;0;ACIMA 5700KG;INCIDENTE;MG;1;NÃO;2011;MANHÃ;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
44481;HELICÓPTERO;SIKORSKY AIRCRAFT;TURBOEIXO;BIMOTOR;TÁXI AÉREO;CIRCUITO DE TRÁFEGO;NENHUM;0;ACIMA 5700KG;INCIDENTE;RJ;1;NÃO;2011;TARDE;TRÁFEGO AÉREO
