codigo_ocorrencia;aeronave_tipo_veiculo;aeronave_fabricante;aeronave_motor_tipo;aeronave_motor_quantidade;aeronave_registro_segmento;aeronave_fase_operacao;aeronave_nivel_dano;aeronave_fatalidades_total;aeronave_peso_maximo_decolagem;ocorrencia_classificacao;ocorrencia_uf;ocorrencia_aeronaves_envolvidas;ocorrencia_saida_pista;ocorrencia_ano;ocorrencia_periodo;ocorrencia_tipo
65324;HELICÓPTERO;EUROCOPTER FRANCE;TURBOEIXO;BIMOTOR;ADMINISTRAÇÃO DIRETA;MANOBRA;NENHUM;0;ENTRE 2250KG E 5700KG;INCIDENTE;DF;1;NÃO;2016;NOITE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
65330;ULTRALEVE;TOMAS EDSON ANDRADE DA CUNHA;PISTÃO;MONOMOTOR;EXPERIMENTAL;MANOBRA;NENHUM;0;ATÉ 2250KG;INCIDENTE GRAVE;MT;1;NÃO;2016;TARDE;FALHA DO MOTOR EM VOO
65337;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;INSTRUÇÃO;CORRIDA APÓS POUSO;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;PR;1;SIM;2016;NOITE;PERDA DE CONTROLE NO SOLO
65358;AVIÃO;BEECH AIRCRAFT;PISTÃO;BIMOTOR;PARTICULAR;CRUZEIRO;NENHUM;0;ENTRE 2250KG E 5700KG;INCIDENTE;CE;1;NÃO;2016;TARDE;FALHA DO MOTOR EM VOO
65359;AVIÃO;AERO BOERO;PISTÃO;MONOMOTOR;INSTRUÇÃO;DECOLAGEM;SUBSTANCIAL;0;ATÉ 2250KG;INCIDENTE GRAVE;SP;1;NÃO;2016;TARDE;PERDA DE CONTROLE NO SOLO
65360;HELICÓPTERO;BELL HELICOPTER;TURBOEIXO;MONOMOTOR;PARTICULAR;CRUZEIRO;DESTRUÍDA;5;ENTRE 2250KG E 5700KG;ACIDENTE;SP;1;NÃO;2016;MANHÃ;VOO CONTROLADO CONTRA O TERRENO
65367;ULTRALEVE;NÃO INFORMADO;PISTÃO;MONOMOTOR;EXPERIMENTAL;CRUZEIRO;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;SP;1;NÃO;2016;TARDE;FALHA DO MOTOR EM VOO
65372;AVIÃO;BOEING COMPANY;JATO;NÃO INFORMADO;NÃO INFORMADO;SAÍDA IFR;NENHUM;0;ACIMA 5700KG;INCIDENTE;RJ;1;NÃO;2016;NOITE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
65380;AVIÃO;BEECH AIRCRAFT;PISTÃO;MONOMOTOR;PARTICULAR;ARREMETIDA NO SOLO;SUBSTANCIAL;0;ATÉ 2250KG;INCIDENTE GRAVE;SP;1;NÃO;2016;TARDE;FALHA DO MOTOR EM VOO
65383;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;PARTICULAR;CRUZEIRO;DESTRUÍDA;5;ATÉ 2250KG;ACIDENTE;PA;1;NÃO;2016;TARDE;FALHA ESTRUTURAL
65389;AVIÃO;EMBRAER;JATO;BIMOTOR;REGULAR;DECOLAGEM;LEVE;0;ACIMA 5700KG;INCIDENTE;BA;1;NÃO;2016;TARDE;COLISÃO COM AVE
65392;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;INSTRUÇÃO;DECOLAGEM;LEVE;0;ATÉ 2250KG;INCIDENTE;MG;1;NÃO;2016;TARDE;PERDA DE CONTROLE NO SOLO
65394;AVIÃO;NÃO INFORMADO;PISTÃO;MONOMOTOR;EXPERIMENTAL;DESCIDA DESCONTROLADA;DESTRUÍDA;1;ATÉ 2250KG;ACIDENTE;MG;1;NÃO;2016;TARDE;PERDA DE CONTROLE EM VOO
65397;ULTRALEVE;JOSE CALEIDE;PISTÃO;MONOMOTOR;EXPERIMENTAL;OUTRA FASE;SUBSTANCIAL;2;ATÉ 2250KG;ACIDENTE;AM;1;NÃO;2016;NOITE;OUTROS
65399;AVIÃO;CIRRUS DESIGN;PISTÃO;MONOMOTOR;PARTICULAR;SUBIDA;NENHUM;0;ATÉ 2250KG;INCIDENTE;SC;1;NÃO;2016;TARDE;VAZAMENTO DE COMBUSTÍVEL
65412;AVIÃO;CESSNA AIRCRAFT;TURBOÉLICE;MONOMOTOR;ADMINISTRAÇÃO DIRETA;CORRIDA APÓS POUSO;LEVE;0;ENTRE 2250KG E 5700KG;INCIDENTE GRAVE;MS;1;SIM;2016;TARDE;ESTOURO DE PNEU
65413;AVIÃO;PIPER AIRCRAFT;PISTÃO;MONOMOTOR;AGRÍCOLA;POUSO;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;MG;1;SIM;2016;TARDE;POUSO BRUSCO
65414;HELICÓPTERO;ROBINSON HELICOPTER;PISTÃO;MONOMOTOR;INSTRUÇÃO;POUSO;LEVE;0;ATÉ 2250KG;INCIDENTE GRAVE;MG;1;NÃO;2016;NOITE;FALHA DO MOTOR EM VOO
65418;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;INSTRUÇÃO;DECOLAGEM;LEVE;0;ATÉ 2250KG;INCIDENTE;PA;1;NÃO;2016;TARDE;COLISÃO COM AVE
65420;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;REGULAR;APROXIMAÇÃO FINAL;NENHUM;0;ACIMA 5700KG;INCIDENTE;RJ;2;NÃO;2016;TARDE;INCURSÃO EM PISTA
65420;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;REGULAR;DECOLAGEM;NENHUM;0;ACIMA 5700KG;INCIDENTE;RJ;2;NÃO;2016;TARDE;INCURSÃO EM PISTA
65421;AVIÃO;PIPER AIRCRAFT;PISTÃO;MONOMOTOR;AGRÍCOLA;ESPECIALIZADA;SUBSTANCIAL;1;ATÉ 2250KG;ACIDENTE;SP;1;NÃO;2016;NOITE;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO
65422;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;INSTRUÇÃO;CORRIDA APÓS POUSO;NENHUM;0;ATÉ 2250KG;INCIDENTE;SP;1;NÃO;2016;TARDE;ESTOURO DE PNEU
65424;AVIÃO;BEECH AIRCRAFT;PISTÃO;BIMOTOR;PARTICULAR;CORRIDA APÓS POUSO;SUBSTANCIAL;0;ENTRE 2250KG E 5700KG;ACIDENTE;MT;1;SIM;2016;TARDE;PERDA DE CONTROLE NO SOLO
65425;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;AGRÍCOLA;ESPECIALIZADA;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;SP;1;NÃO;2016;TARDE;FALHA DO MOTOR EM VOO
65426;AVIÃO;EMBRAER;PISTÃO;BIMOTOR;PARTICULAR;DECOLAGEM;LEVE;0;ATÉ 2250KG;INCIDENTE;CE;1;NÃO;2016;TARDE;ESTOURO DE PNEU
65441;AVIÃO;PIPER AIRCRAFT;PISTÃO;MONOMOTOR;INSTRUÇÃO;DECOLAGEM;NENHUM;0;ATÉ 2250KG;INCIDENTE GRAVE;PR;1;SIM;2016;TARDE;FALHA DO MOTOR EM VOO
65443;AVIÃO;ALBERTO BENEDITO PAULO IRALAH;PISTÃO;MONOMOTOR;EXPERIMENTAL;POUSO;SUBSTANCIAL;0;ATÉ 2250KG;INCIDENTE GRAVE;BA;1;NÃO;2016;TARDE;POUSO EM LOCAL NÃO PREVISTO
65445;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;PARTICULAR;APROXIMAÇÃO FINAL;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;PA;2;NÃO;2016;TARDE;COLISÃO DE AERONAVES EM VOO
65445;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;PARTICULAR;DECOLAGEM;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;PA;2;NÃO;2016;TARDE;COLISÃO DE AERONAVES EM VOO
65446;AVIÃO;PIPER AIRCRAFT;PISTÃO;BIMOTOR;PARTICULAR;CORRIDA APÓS POUSO;LEVE;0;ATÉ 2250KG;INCIDENTE;PR;1;NÃO;2016;TARDE;ESTOURO DE PNEU
65448;AVIÃO;AEROSPATIALE AND ALENIA;TURBOÉLICE;BIMOTOR;REGULAR;APROXIMAÇÃO FINAL;LEVE;0;ACIMA 5700KG;INCIDENTE;AM;1;NÃO;2016;TARDE;FALHA DO MOTOR EM VOO
65450;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;REGULAR;SUBIDA;NENHUM;0;ACIMA 5700KG;INCIDENTE;SP;1;NÃO;2016;NOITE;FALHA DO MOTOR EM VOO
65459;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;PARTICULAR;CORRIDA APÓS POUSO;LEVE;0;ATÉ 2250KG;INCIDENTE;RJ;1;NÃO;2016;MANHÃ;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
65460;AVIÃO;CESSNA AIRCRAFT;TURBOÉLICE;MONOMOTOR;TÁXI AÉREO;CORRIDA APÓS POUSO;LEVE;0;ENTRE 2250KG E 5700KG;INCIDENTE;SC;1;NÃO;2016;TARDE;ESTOURO DE PNEU
65461;AVIÃO;BOEING COMPANY;TURBOEIXO;BIMOTOR;REGULAR;DECOLAGEM;LEVE;0;ACIMA 5700KG;INCIDENTE;RN;1;NÃO;2016;TARDE;OUTROS
65469;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;INSTRUÇÃO;POUSO;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;SP;1;NÃO;2016;TARDE;POUSO BRUSCO
65471;HELICÓPTERO;BELL HELICOPTER;TURBOEIXO;MONOMOTOR;ADMINISTRAÇÃO DIRETA;POUSO;SUBSTANCIAL;0;ENTRE 2250KG E 5700KG;ACIDENTE;RJ;1;NÃO;2016;NOITE;PERDA DE CONTROLE EM VOO
65483;AVIÃO;EMBRAER;PISTÃO;BIMOTOR;TÁXI AÉREO;TÁXI;LEVE;0;ATÉ 2250KG;INCIDENTE;CE;1;NÃO;2016;MANHÃ;ESTOURO DE PNEU
65487;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;REGULAR;DECOLAGEM;LEVE;0;ACIMA 5700KG;INCIDENTE;MS;1;NÃO;2016;TARDE;COLISÃO COM AVE
65490;AVIÃO;EMBRAER;PISTÃO;BIMOTOR;PARTICULAR;DESCIDA;DESTRUÍDA;8;ENTRE 2250KG E 5700KG;ACIDENTE;PR;1;NÃO;2016;NOITE;FALHA DO MOTOR EM VOO
65491;AVIÃO;EMBRAER;PISTÃO;BIMOTOR;TÁXI AÉREO;POUSO;LEVE;0;ATÉ 2250KG;INCIDENTE;MT;1;NÃO;2016;TARDE;POUSO BRUSCO
65492;AVIÃO;EMBRAER;PISTÃO;BIMOTOR;TÁXI AÉREO;POUSO;LEVE;0;ATÉ 2250KG;INCIDENTE;MT;1;NÃO;2016;MANHÃ;COM TREM DE POUSO
65493;AVIÃO;BEECH AIRCRAFT;PISTÃO;MONOMOTOR;PARTICULAR;CORRIDA APÓS POUSO;LEVE;0;ATÉ 2250KG;ACIDENTE;AM;1;NÃO;2016;NOITE;COM TREM DE POUSO
65494;AVIÃO;EMBRAER;JATO;BIMOTOR;REGULAR;CRUZEIRO;NENHUM;0;ACIMA 5700KG;INCIDENTE;MG;1;NÃO;2016;MADRUGADA;DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA
65496;AVIÃO;PIPER AIRCRAFT;PISTÃO;MONOMOTOR;PARTICULAR;CORRIDA APÓS POUSO;LEVE;0;ATÉ 2250KG;INCIDENTE;PA;1;NÃO;2016;NOITE;OUTROS
65507;AVIÃO;EMBRAER;PISTÃO;BIMOTOR;TÁXI AÉREO;CRUZEIRO;NENHUM;0;ATÉ 2250KG;INCIDENTE;PI;1;NÃO;2016;TARDE;FALHA DO MOTOR EM VOO
65509;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;ADMINISTRAÇÃO DIRETA;POUSO;SUBSTANCIAL;0;ATÉ 2250KG;INCIDENTE GRAVE;MG;1;NÃO;2016;NOITE;POUSO SEM TREM
65512;AVIÃO;AERO BOERO;PISTÃO;MONOMOTOR;INSTRUÇÃO;CORRIDA APÓS POUSO;LEVE;0;ATÉ 2250KG;INCIDENTE;PR;1;NÃO;2016;TARDE;ESTOURO DE PNEU
65516;AVIÃO;EMBRAER;TURBOEIXO;BIMOTOR;REGULAR;CORRIDA APÓS POUSO;LEVE;0;ACIMA 5700KG;INCIDENTE;PR;1;NÃO;2016;TARDE;ESTOURO DE PNEU
65518;AVIÃO;BEECH AIRCRAFT;TURBOÉLICE;BIMOTOR;TÁXI AÉREO;SUBIDA;NENHUM;0;ENTRE 2250KG E 5700KG;INCIDENTE;CE;1;NÃO;2016;TARDE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
65519;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;BIMOTOR;PARTICULAR;POUSO;LEVE;0;ATÉ 2250KG;INCIDENTE;RJ;1;NÃO;2016;TARDE;ESTOURO DE PNEU
65528;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;INSTRUÇÃO;MANOBRA;NENHUM;0;ATÉ 2250KG;INCIDENTE;PR;1;NÃO;2016;TARDE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
65530;AVIÃO;AIRBUS INDUSTRIE;TURBOEIXO;BIMOTOR;REGULAR;DECOLAGEM;NENHUM;0;ACIMA 5700KG;INCIDENTE;SP;1;NÃO;2016;NOITE;TRÁFEGO AÉREO
65536;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;TÁXI AÉREO;DECOLAGEM;SUBSTANCIAL;0;ATÉ 2250KG;INCIDENTE GRAVE;AM;1;NÃO;2016;TARDE;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO
65543;HELICÓPTERO;AGUSTA;TURBOEIXO;BIMOTOR;TÁXI AÉREO;POUSO;LEVE;0;ACIMA 5700KG;INCIDENTE;RJ;1;NÃO;2016;NOITE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
65545;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;INSTRUÇÃO;TÁXI;LEVE;0;ATÉ 2250KG;INCIDENTE;PR;1;NÃO;2016;TARDE;ESTOURO DE PNEU
65546;AVIÃO;EMBRAER;PISTÃO;BIMOTOR;PARTICULAR;CRUZEIRO;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;GO;1;SIM;2016;NOITE;FALHA DO MOTOR EM VOO
65548;AVIÃO;BEECH AIRCRAFT;PISTÃO;MONOMOTOR;PARTICULAR;CORRIDA APÓS POUSO;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;MT;1;SIM;2016;MANHÃ;COLISÃO NO SOLO
65563;ULTRALEVE;ANDRE A.FERDINAND;PISTÃO;MONOMOTOR;EXPERIMENTAL;CORRIDA APÓS POUSO;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;SC;1;SIM;2016;TARDE;CAUSADO POR FENÔMENO METEOROLÓGICO NO SOLO
65569;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;INSTRUÇÃO;APROXIMAÇÃO FINAL;DESTRUÍDA;0;ATÉ 2250KG;ACIDENTE;SP;1;NÃO;2016;TARDE;FALHA DO MOTOR EM VOO
65572;AVIÃO;BOEING COMPANY;JATO;BIMOTOR;NÃO REGULAR;DESCIDA;NENHUM;0;ACIMA 5700KG;INCIDENTE;GO;1;NÃO;2016;MADRUGADA;FALHA DO MOTOR EM VOO
65575;HELICÓPTERO;BELL HELICOPTER;TURBOEIXO;MONOMOTOR;ADMINISTRAÇÃO DIRETA;CRUZEIRO;LEVE;0;ENTRE 2250KG E 5700KG;INCIDENTE GRAVE;RJ;1;NÃO;2016;NOITE;PERDA DE COMPONENTE EM VOO
65589;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;REGULAR;TÁXI;NENHUM;0;ACIMA 5700KG;INCIDENTE;SP;1;NÃO;2016;TARDE;FALHA DO MOTOR NO SOLO
65622;AVIÃO;AERO BOERO;PISTÃO;MONOMOTOR;INSTRUÇÃO;POUSO;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;RS;1;SIM;2016;TARDE;PERDA DE CONTROLE NO SOLO
65623;AVIÃO;PIPER AIRCRAFT;PISTÃO;BIMOTOR;INSTRUÇÃO;CORRIDA APÓS POUSO;LEVE;0;ATÉ 2250KG;INCIDENTE;SP;1;NÃO;2016;NOITE;ESTOURO DE PNEU
65627;ULTRALEVE;AEROALCOOL TECNOLOGIA LTDA;PISTÃO;MONOMOTOR;EXPERIMENTAL;SUBIDA;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;PR;1;NÃO;2016;TARDE;FALHA DO MOTOR EM VOO
65632;AVIÃO;AIR TRACTOR;TURBOÉLICE;MONOMOTOR;AGRÍCOLA;CIRCUITO DE TRÁFEGO;DESTRUÍDA;2;ENTRE 2250KG E 5700KG;ACIDENTE;MT;1;NÃO;2016;NOITE;PERDA DE CONTROLE EM VOO
65633;HELICÓPTERO;HELIBRAS;TURBOEIXO;MONOMOTOR;ADMINISTRAÇÃO DIRETA;DESCIDA DESCONTROLADA;SUBSTANCIAL;0;ATÉ 2250KG;INCIDENTE GRAVE;MG;1;NÃO;2016;TARDE;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO
65653;AVIÃO;EMBRAER;JATO;BIMOTOR;PARTICULAR;CORRIDA APÓS POUSO;SUBSTANCIAL;0;ENTRE 2250KG E 5700KG;ACIDENTE;RJ;1;SIM;2016;TARDE;POUSO LONGO
65659;AVIÃO;CESSNA AIRCRAFT;JATO;BIMOTOR;PARTICULAR;INDETERMINADA;LEVE;0;ENTRE 2250KG E 5700KG;INCIDENTE;MG;1;NÃO;2016;TARDE;COLISÃO COM AVE
65660;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;INSTRUÇÃO;CORRIDA APÓS POUSO;LEVE;0;ATÉ 2250KG;INCIDENTE;SC;1;NÃO;2016;TARDE;ESTOURO DE PNEU
65662;AVIÃO;EMBRAER;JATO;BIMOTOR;REGULAR;TÁXI;NENHUM;0;ACIMA 5700KG;INCIDENTE;PR;1;NÃO;2016;TARDE;INCURSÃO EM PISTA
65674;AVIÃO;RAYTHEON AIRCRAFT;JATO;BIMOTOR;PARTICULAR;DECOLAGEM;NENHUM;0;ACIMA 5700KG;INCIDENTE;DF;1;NÃO;2016;NOITE;ESTOURO DE PNEU
65679;AVIÃO;CESSNA AIRCRAFT;PISTÃO;MONOMOTOR;INSTRUÇÃO;POUSO;NENHUM;0;ATÉ 2250KG;INCIDENTE;SP;1;NÃO;2016;TARDE;ESTOURO DE PNEU
65684;AVIÃO;AEROSPATIALE AND ALENIA;TURBOÉLICE;BIMOTOR;REGULAR;DECOLAGEM;LEVE;0;ACIMA 5700KG;INCIDENTE;MT;1;NÃO;2016;NOITE;PERDA DE COMPONENTE NO SOLO
65693;AVIÃO;BOEING COMPANY;JATO;BIMOTOR;REGULAR;CRUZEIRO;NENHUM;0;ACIMA 5700KG;INCIDENTE;SP;1;NÃO;2016;TARDE;DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA
65694;ULTRALEVE;NÃO INFORMADO;PISTÃO;MONOMOTOR;NÃO INFORMADO;POUSO;NÃO INFORMADO;0;NÃO INFORMADO;ACIDENTE;AM;1;NÃO;2016;NOITE;PERDA DE CONTROLE EM VOO
65695;AVIÃO;BOEING COMPANY;JATO;BIMOTOR;REGULAR;CRUZEIRO;LEVE;0;ACIMA 5700KG;INCIDENTE;SP;1;NÃO;2016;MADRUGADA;CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO
65713;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;PARTICULAR;APROXIMAÇÃO FINAL;SUBSTANCIAL;4;ATÉ 2250KG;ACIDENTE;PA;1;NÃO;2016;NOITE;PANE SECA
65714;AVIÃO;PIPER AIRCRAFT;PISTÃO;MONOMOTOR;PARTICULAR;CORRIDA APÓS POUSO;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;PA;1;SIM;2016;MANHÃ;COLISÃO COM OBSTÁCULOS NO SOLO
65715;HELICÓPTERO;HELIBRAS;TURBOEIXO;MONOMOTOR;ADMINISTRAÇÃO DIRETA;APROXIMAÇÃO FINAL;LEVE;0;ATÉ 2250KG;INCIDENTE;MG;1;NÃO;2016;NOITE;CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO
65716;AVIÃO;AERO BOERO;PISTÃO;MONOMOTOR;INSTRUÇÃO;POUSO;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;SP;1;SIM;2016;NOITE;PERDA DE CONTROLE NO SOLO
65717;AVIÃO;CESSNA AIRCRAFT;JATO;BIMOTOR;PARTICULAR;POUSO;SUBSTANCIAL;0;ENTRE 2250KG E 5700KG;ACIDENTE;BA;1;SIM;2016;MANHÃ;POUSO ANTES DA PISTA
65722;HELICÓPTERO;GUIMBAL;PISTÃO;MONOMOTOR;INSTRUÇÃO;SUBIDA;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;MG;1;NÃO;2016;NOITE;PERDA DE CONTROLE EM VOO
65724;AVIÃO;RAYTHEON AIRCRAFT;TURBOÉLICE;BIMOTOR;TÁXI AÉREO;SUBIDA;NENHUM;0;ENTRE 2250KG E 5700KG;INCIDENTE;PR;1;NÃO;2016;MADRUGADA;FALHA DO MOTOR EM VOO
65736;HELICÓPTERO;HELIBRAS;TURBOEIXO;MONOMOTOR;PARTICULAR;POUSO;NENHUM;0;ATÉ 2250KG;INCIDENTE;GO;2;NÃO;2016;NOITE;SOPRO DE ROTOR
65736;ULTRALEVE;FABRICACAO PROPRIA;PISTÃO;MONOMOTOR;EXPERIMENTAL;ESTACIONAMENTO;LEVE;0;NÃO INFORMADO;INCIDENTE;GO;2;NÃO;2016;NOITE;SOPRO DE ROTOR
65741;AVIÃO;BOEING COMPANY;JATO;BIMOTOR;REGULAR;PROCEDIMENTO DE APROXIMAÇÃO IFR;NENHUM;0;ACIMA 5700KG;INCIDENTE;SP;1;NÃO;2016;NOITE;COM TREM DE POUSO
65743;ULTRALEVE;PETRO JET SALES;PISTÃO;MONOMOTOR;EXPERIMENTAL;MANOBRA;DESTRUÍDA;1;ATÉ 2250KG;ACIDENTE;PR;1;NÃO;2016;NOITE;PERDA DA CONSCIÊNCIA
65745;AVIÃO;PIPER AIRCRAFT;PISTÃO;BIMOTOR;INSTRUÇÃO;CORRIDA APÓS POUSO;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;PR;1;SIM;2016;NOITE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
65749;AVIÃO;BEECH AIRCRAFT;PISTÃO;MONOMOTOR;PARTICULAR;POUSO;SUBSTANCIAL;0;ATÉ 2250KG;INCIDENTE GRAVE;SP;1;NÃO;2016;TARDE;POUSO SEM TREM
65750;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;BIMOTOR;PARTICULAR;INDETERMINADA;DESTRUÍDA;1;ATÉ 2250KG;ACIDENTE;MS;1;NÃO;2016;NOITE;INDETERMINADO
65754;AVIÃO;AIR TRACTOR;TURBOÉLICE;MONOMOTOR;AGRÍCOLA;DESCIDA;SUBSTANCIAL;0;ENTRE 2250KG E 5700KG;ACIDENTE;SP;1;NÃO;2016;TARDE;FALHA DO MOTOR EM VOO
65757;AVIÃO;PIPER AIRCRAFT;PISTÃO;BIMOTOR;INSTRUÇÃO;CRUZEIRO;LEVE;0;ATÉ 2250KG;INCIDENTE;PR;1;NÃO;2016;NOITE;COLISÃO COM AVE
65758;AVIÃO;AIR TRACTOR;TURBOÉLICE;MONOMOTOR;ADMINISTRAÇÃO DIRETA;ESPECIALIZADA;NENHUM;0;ACIMA 5700KG;INCIDENTE;DF;1;NÃO;2016;NOITE;OUTROS
65765;AVIÃO;AEROSPATIALE AND ALENIA;TURBOÉLICE;BIMOTOR;PARTICULAR;POUSO;SUBSTANCIAL;0;ACIMA 5700KG;INCIDENTE;ES;1;NÃO;2016;MADRUGADA;F.O.D.
65766;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;REGULAR;DECOLAGEM;LEVE;0;ACIMA 5700KG;INCIDENTE;MS;1;NÃO;2016;NOITE;COLISÃO COM AVE
65768;AVIÃO;PIPER AIRCRAFT;PISTÃO;BIMOTOR;INSTRUÇÃO;POUSO;LEVE;0;ATÉ 2250KG;INCIDENTE;SP;1;NÃO;2016;TARDE;ESTOURO DE PNEU
65770;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;PISTÃO;MONOMOTOR;INSTRUÇÃO;MUDANÇA DE NÍVEL OU ALTITUDE;LEVE;0;ATÉ 2250KG;INCIDENTE;SP;1;NÃO;2016;TARDE;COLISÃO COM AVE
65771;AVIÃO;AERO BOERO;PISTÃO;MONOMOTOR;INSTRUÇÃO;CORRIDA APÓS POUSO;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;PR;1;NÃO;2016;TARDE;PERDA DE CONTROLE NO SOLO
65774;AVIÃO;BEECH AIRCRAFT;PISTÃO;BIMOTOR;PARTICULAR;CRUZEIRO;DESTRUÍDA;4;ENTRE 2250KG E 5700KG;ACIDENTE;MT;1;NÃO;2016;NOITE;PERDA DE CONTROLE EM VOO
65794;ULTRALEVE;NÃO INFORMADO;PISTÃO;MONOMOTOR;EXPERIMENTAL;MANOBRA;SUBSTANCIAL;1;ATÉ 2250KG;ACIDENTE;GO;1;NÃO;2016;NOITE;INDETERMINADO
65795;ULTRALEVE;NÃO INFORMADO;PISTÃO;MONOMOTOR;EXPERIMENTAL;POUSO;LEVE;0;ATÉ 2250KG;ACIDENTE;RS;1;NÃO;2016;TARDE;POUSO BRUSCO
65797;AVIÃO;AIRBUS INDUSTRIE;TURBOEIXO;BIMOTOR;REGULAR;TÁXI;NENHUM;0;ACIMA 5700KG;INCIDENTE;RS;1;NÃO;2016;MANHÃ;FALHA DO MOTOR NO SOLO
65799;ULTRALEVE;DANILO JOSE BATTISTELLA;PISTÃO;MONOMOTOR;EXPERIMENTAL;CORRIDA APÓS POUSO;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;SP;1;SIM;2016;TARDE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
65800;AVIÃO;AIRBUS INDUSTRIE;JATO;BIMOTOR;REGULAR;TÁXI;NENHUM;0;ACIMA 5700KG;INCIDENTE;BA;1;NÃO;2016;TARDE;SOPRO DE REATOR
65808;AVIÃO;PIPER AIRCRAFT;PISTÃO;MONOMOTOR;ESPECIALIZADA;ESPECIALIZADA;SUBSTANCIAL;0;ATÉ 2250KG;ACIDENTE;SP;1;NÃO;2016;TARDE;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO
65809;ULTRALEVE;MARCO ANTONIO FREITAS JUNIOR;PISTÃO;MONOMOTOR;EXPERIMENTAL;CRUZEIRO;SUBSTANCIAL;1;ATÉ 2250KG;ACIDENTE;SP;1;NÃO;2016;TARDE;PERDA DE CONTROLE EM VOO
